17.2,171.8,43.8,172.3,43.6,178.5,17.1,178.0
93.5,172.2,99.0,172.2,99.0,178.1,93.5,178.1
51.6,174.0,73.7,171.9,74.3,179.1,52.3,181.1
99.0,173.2,108.6,173.2,108.6,179.4,99.0,179.4
73.9,173.6,81.5,173.6,81.5,178.4,73.9,178.4
44.3,173.9,51.6,173.9,51.6,179.8,44.3,179.8
105.2,179.1,110.7,179.1,110.7,184.6,105.2,184.6
17.2,180.5,23.4,180.5,23.4,184.9,17.2,184.9
65.6,180.7,95.2,180.1,95.3,184.9,65.7,185.4
96.2,180.5,103.8,180.5,103.8,184.9,96.2,184.9
24.1,180.8,34.7,180.8,34.7,186.0,24.1,186.0
35.4,180.8,44.3,180.8,44.3,185.3,35.4,185.3
45.0,180.8,57.4,180.8,57.4,185.6,45.0,185.6
60.8,181.2,64.6,181.2,64.6,186.3,60.8,186.3
95.7,187.5,110.0,185.2,111.1,191.7,96.8,194.1
17.7,185.2,39.2,186.5,38.8,193.0,17.3,191.8
75.6,186.3,95.9,186.3,95.9,192.2,75.6,192.2
47.7,187.0,75.2,186.4,75.4,192.5,47.8,193.1
39.5,188.0,47.1,188.0,47.1,192.5,39.5,192.5
74.2,195.6,78.0,195.6,78.0,200.1,74.2,200.1
103.6,196.3,112.4,195.8,112.6,199.8,103.8,200.3
